Source,Target,Type,Id,Label,Weight,att1,att2,Weight_copy
294,644,Undirected,799,,670.472778,670.47283,eine Spur,670.472778
13,644,Undirected,800,,631.689087,631.68911,eine Spur,631.689087
300,644,Undirected,801,,571.35199,571.35204,eine Spur,571.35199
312,644,Undirected,802,,517.294312,517.29434,eine Spur,517.294312
598,644,Undirected,803,,505.8237,505.82367,eine Spur,505.8237
279,644,Undirected,804,,478.366211,478.36617,eine Spur,478.366211
288,644,Undirected,805,,467.535492,467.53549,eine Spur,467.535492
329,644,Undirected,806,,463.526886,463.52692,eine Spur,463.526886
599,644,Undirected,807,,457.397308,457.3973,eine Spur,457.397308
295,644,Undirected,808,,449.386108,449.38611,eine Spur,449.386108
600,644,Undirected,809,,413.71701,413.71697,eine Spur,413.71701
491,644,Undirected,810,,398.041687,398.04167,eine Spur,398.041687
362,644,Undirected,811,,395.661804,395.66184,eine Spur,395.661804
138,644,Undirected,812,,389.035492,389.0355,eine Spur,389.035492
601,644,Undirected,813,,386.537109,386.53715,eine Spur,386.537109
304,644,Undirected,814,,373.134399,373.13436,eine Spur,373.134399
409,644,Undirected,815,,364.441803,364.44179,eine Spur,364.441803
284,644,Undirected,816,,363.706787,363.70678,eine Spur,363.706787
298,644,Undirected,817,,359.312286,359.31233,eine Spur,359.312286
293,644,Undirected,818,,355.099396,355.09945,eine Spur,355.099396
101,644,Undirected,819,,345.551208,345.55117,eine Spur,345.551208
290,644,Undirected,820,,341.915192,341.91521,eine Spur,341.915192
356,644,Undirected,821,,339.871796,339.87185,eine Spur,339.871796
302,644,Undirected,822,,332.03009,332.03005,eine Spur,332.03009
602,644,Undirected,823,,318.318604,318.31865,eine Spur,318.318604
267,644,Undirected,824,,312.784485,312.78447,eine Spur,312.784485
603,644,Undirected,825,,312.116608,312.11662,eine Spur,312.116608
117,644,Undirected,826,,301.925507,301.92549,eine Spur,301.925507
335,644,Undirected,827,,300.294586,300.29459,eine Spur,300.294586
135,644,Undirected,828,,297.331909,297.33193,eine Spur,297.331909
301,644,Undirected,829,,293.77301,293.77302,eine Spur,293.77301
107,644,Undirected,830,,285.983887,285.98394,eine Spur,285.983887
604,644,Undirected,831,,279.701813,279.70185,eine Spur,279.701813
605,644,Undirected,832,,278.321808,278.32179,eine Spur,278.321808
606,644,Undirected,833,,270.623993,270.62402,eine Spur,270.623993
607,644,Undirected,834,,269.387695,269.38775,eine Spur,269.387695
379,644,Undirected,835,,268.084503,268.08455,eine Spur,268.084503
141,644,Undirected,836,,265.239502,265.23946,eine Spur,265.239502
114,644,Undirected,837,,263.226715,263.22674,eine Spur,263.226715
608,644,Undirected,838,,262.409302,262.4093,eine Spur,262.409302
5,644,Undirected,839,,258.246399,258.24639,eine Spur,258.246399
609,644,Undirected,840,,255.450302,255.45029,eine Spur,255.450302
159,644,Undirected,841,,252.107498,252.1075,eine Spur,252.107498
474,644,Undirected,842,,246.3591,246.35914,eine Spur,246.3591
345,644,Undirected,843,,244.137802,244.13777,eine Spur,244.137802
610,644,Undirected,844,,241.158005,241.15801,eine Spur,241.158005
292,644,Undirected,845,,235.365906,235.36595,eine Spur,235.365906
611,644,Undirected,846,,234.286896,234.28693,eine Spur,234.286896
365,644,Undirected,847,,228.249405,228.24943,eine Spur,228.249405
321,644,Undirected,848,,221.126007,221.12598,eine Spur,221.126007
612,644,Undirected,849,,215.501907,215.50187,eine Spur,215.501907
613,644,Undirected,850,,215.320496,215.32055,eine Spur,215.320496
614,644,Undirected,851,,213.616394,213.61642,eine Spur,213.616394
105,644,Undirected,852,,200.080994,200.08103,eine Spur,200.080994
435,644,Undirected,853,,196.199799,196.19979,eine Spur,196.199799
615,644,Undirected,854,,195.629196,195.62922,eine Spur,195.629196
616,644,Undirected,855,,181.446594,181.44661,eine Spur,181.446594
280,644,Undirected,856,,180.731201,180.73115,eine Spur,180.731201
308,644,Undirected,857,,176.788406,176.78843,eine Spur,176.788406
617,644,Undirected,858,,176.657806,176.65783,eine Spur,176.657806
347,644,Undirected,859,,176.471298,176.4713,eine Spur,176.471298
618,644,Undirected,860,,175.552399,175.55238,eine Spur,175.552399
619,644,Undirected,861,,172.518204,172.51825,eine Spur,172.518204
620,644,Undirected,862,,172.494904,172.4949,eine Spur,172.494904
142,644,Undirected,863,,171.147003,171.14699,eine Spur,171.147003
621,644,Undirected,864,,170.429306,170.42927,eine Spur,170.429306
622,644,Undirected,865,,166.429993,166.43003,eine Spur,166.429993
623,644,Undirected,866,,166.341003,166.34098,eine Spur,166.341003
624,644,Undirected,867,,165.672501,165.67249,eine Spur,165.672501
625,644,Undirected,868,,164.506393,164.50644,eine Spur,164.506393
325,644,Undirected,869,,163.866806,163.86682,eine Spur,163.866806
322,644,Undirected,870,,161.266693,161.26669,eine Spur,161.266693
626,644,Undirected,871,,159.376801,159.37678,eine Spur,159.376801
25,644,Undirected,872,,157.258301,157.25827,eine Spur,157.258301
627,644,Undirected,873,,155.615402,155.61544,eine Spur,155.615402
628,644,Undirected,874,,152.582108,152.58207,eine Spur,152.582108
629,644,Undirected,875,,151.535202,151.53522,eine Spur,151.535202
630,644,Undirected,876,,150.041199,150.04116,eine Spur,150.041199
81,644,Undirected,877,,148.762207,148.76225,eine Spur,148.762207
631,644,Undirected,878,,148.664093,148.66413,eine Spur,148.664093
111,644,Undirected,879,,147.403107,147.40309,eine Spur,147.403107
309,644,Undirected,880,,146.506897,146.50694,eine Spur,146.506897
263,644,Undirected,881,,145.354004,145.35404,eine Spur,145.354004
632,644,Undirected,882,,144.997894,144.99792,eine Spur,144.997894
633,644,Undirected,883,,143.259705,143.25974,eine Spur,143.259705
634,644,Undirected,884,,142.906006,142.90602,eine Spur,142.906006
355,644,Undirected,885,,142.250793,142.25081,eine Spur,142.250793
369,644,Undirected,886,,141.646103,141.64605,eine Spur,141.646103
323,644,Undirected,887,,141.358597,141.35862,eine Spur,141.358597
